20,40,0,50,30,10,20,5
50,70,0,60,0,20,30,0
20,10,0,40,5,0,0,0
70,65,0,75,0,40,20,5
50,40,0,60,0,20,30,0
75,70,0,85,0,65,20,0
90,75,0,85,5,70,0,0
75,85,0,60,0,65,5,0
75,65,0,80,5,45,20,0
75,70,0,65,0,60,5,0
5,10,20,40,70,30,60,5
0,0,0,90,70,100,100,0
5,10,0,75,60,20,40,0
0,0,0,20,100,0,30,0
5,20,15,40,30,0,5,10
75,70,0,60,0,65,0,0
75,0,0,60,20,0,0,0
90,80,0,100,0,70,0,0
90,40,0,100,0,60,0,0
95,90,0,100,0,20,5,0
