0.04999999999999999,0.04999999999999999,0.0,0.050000000000000044,0
-0.050000000000000044,-0.15,-0.05,0.050000000000000044,0
-0.45,-0.19999999999999998,0.0,-0.19999999999999998,1
-0.30000000000000004,-0.15,-0.05,-0.09999999999999998,1
-0.35000000000000003,-0.19999999999999998,-0.05,-0.19999999999999998,1
-0.55,-0.35,-0.1,-0.35,1
-0.5,-0.25,-0.15,-0.14999999999999997,1
-0.7,-0.4,0.0,-0.5,1
-0.25,-0.19999999999999998,-0.05,-0.14999999999999997,1
-0.35000000000000003,-0.19999999999999998,0.0,-0.19999999999999998,0
-0.45,-0.19999999999999998,-0.025,-0.19999999999999998,1
0.9,0.44999999999999996,0.0,0.8,1
0.10000000000000003,0.19999999999999998,0.3,0.30000000000000004,1
-0.39999999999999997,-0.04999999999999999,0.15,0.15,0
-0.39999999999999997,-0.04999999999999999,0.3,0.04999999999999999,0
-0.24999999999999997,0.0,0.25,0.15,0
-0.39999999999999997,-0.04999999999999999,0.15,0.1,0
-0.3,-0.04999999999999999,0.25,0.04999999999999999,0
-0.5,-0.2,0.19999999999999998,-0.1,0
-0.44999999999999996,-0.09999999999999999,0.15,0.1,0
-0.6499999999999999,-0.25,0.3,-0.25,0
-0.19999999999999998,-0.04999999999999999,0.25,0.1,0
-0.3,-0.04999999999999999,0.3,0.04999999999999999,1
-0.39999999999999997,-0.04999999999999999,0.27499999999999997,0.04999999999999999,0
-0.39999999999999997,-0.15,0.3,-0.1,0
0.5,0.44999999999999996,0.0,0.55,1
0.1,0.2,-0.05,0.3,0
-0.05,0.15000000000000002,-0.15,0.35,0
0.0,0.1,0.0,0.15,0
0.35,0.7,-0.25,0.8,1
0.24999999999999997,0.5,-0.3,0.8,1
-0.15000000000000002,0.44999999999999996,-0.25,0.55,0
-0.25,0.3,-0.35,0.4,0
-0.4,0.24999999999999997,-0.25,0.25,0
0.04999999999999999,0.44999999999999996,-0.3,0.6000000000000001,0
-0.05,0.44999999999999996,-0.25,0.55,1
-0.15000000000000002,0.44999999999999996,-0.275,0.55,0
-0.15000000000000002,0.35,-0.25,0.4,0
0.35,0.5,-0.05,0.75,1
0.09999999999999999,0.2,-0.15,0.4,0
0.0,0.05,-0.1,0.2,0
-0.15,0.0,0.0,0.05000000000000002,0
0.3,0.2,-0.05,0.4,0
0.09999999999999999,0.2,-0.025,0.35,0
0.09999999999999999,0.1,0.0,0.2,0
-0.5,0.0,-0.35,0.55,0
-0.35,0.04999999999999999,-0.39999999999999997,0.65,0
-0.5,0.0,-0.5,0.6000000000000001,0
-0.4,0.0,-0.39999999999999997,0.55,0
-0.6,-0.15000000000000002,-0.44999999999999996,0.4,0
-0.75,-0.2,-0.35,0.25,0
-0.30000000000000004,0.0,-0.39999999999999997,0.6000000000000001,0
-0.5,0.0,-0.375,0.55,0
-0.5,-0.1,-0.35,0.4,0
0.15000000000000002,0.7,0.15,0.8,1
-0.35,0.44999999999999996,0.15,0.55,0
-0.35,0.35,0.15,0.4,0
0.04999999999999999,0.0,0.3,0.8500000000000001,1
-0.45,-0.24999999999999997,0.3,0.6,0
-0.30000000000000004,-0.19999999999999998,0.25,0.7,0
-0.45,-0.24999999999999997,0.15,0.65,0
-0.35000000000000003,-0.24999999999999997,0.25,0.6,0
-0.55,-0.39999999999999997,0.19999999999999998,0.45,0
-0.5,-0.3,0.15,0.65,0
-0.7,-0.44999999999999996,0.3,0.30000000000000004,0
-0.25,-0.24999999999999997,0.25,0.65,0
-0.35000000000000003,-0.24999999999999997,0.3,0.6,1
-0.45,-0.24999999999999997,0.27499999999999997,0.6,0
-0.45,-0.35,0.3,0.45,0
