0.5,0.425,0.0,0.775,0.0,0.35,0.375,0.0,0
0.4,0.3,0.0,0.75,0.0,0.3,0.4,0.0,1
0.525,0.425,0.0,0.825,0.025,0.475,0.45,0.0,1
0.625,0.55,0.0,0.825,0.025,0.6,0.35,0.0,0
0.525,0.45,0.0,0.725,0.0,0.5,0.375,0.0,1
0.525,0.425,0.0,0.75,0.025,0.4,0.45,0.0,1
0.525,0.45,0.0,0.725,0.0,0.5,0.375,0.0,1
0.175,0.15,0.1,0.775,0.3,0.35,0.55,0.025,0
0.175,0.15,0.0,0.85,0.3,0.55,0.775,0.0,1
0.175,0.15,0.0,0.85,0.375,0.3,0.65,0.0,1
0.15,0.1,0.0,0.75,0.5,0.2,0.45,0.0,0
0.175,0.2,0.075,0.6,0.15,0.2,0.375,0.05,0
0.525,0.45,0.0,0.7,0.0,0.525,0.35,0.0,1
0.525,0.1,0.0,0.7,0.1,0.2,0.35,0.0,1
0.6,0.45,0.0,0.9,0.0,0.5,0.35,0.0,1
0.6,0.2,0.0,0.9,0.0,0.4,0.35,0.0,1
0.6,0.475,0.0,0.9,0.0,0.3,0.375,0.0,1
0.2,0.35,0.0,0.7,0.1,0.3,0.4,0.0,0
0.35,0.5,0.0,0.75,0.05,0.3,0.275,0.0,0
0.2,0.2,0.0,0.7,0.075,0.2,0.25,0.0,0
0.45,0.475,0.0,0.725,0.05,0.35,0.275,0.0,0
0.35,0.35,0.0,0.7,0.05,0.3,0.3,0.0,0
0.475,0.475,0.0,0.775,0.075,0.475,0.35,0.0,1
0.575,0.6,0.0,0.775,0.075,0.6,0.25,0.0,0
0.475,0.5,0.0,0.675,0.05,0.5,0.275,0.0,1
0.475,0.475,0.0,0.7,0.075,0.4,0.35,0.0,1
0.475,0.5,0.0,0.675,0.05,0.5,0.275,0.0,1
0.125,0.2,0.1,0.725,0.35,0.35,0.45,0.025,0
0.125,0.2,0.0,0.8,0.35,0.55,0.675,0.0,1
0.125,0.2,0.0,0.8,0.425,0.3,0.55,0.0,1
0.1,0.15,0.0,0.7,0.55,0.2,0.35,0.0,0
0.125,0.25,0.075,0.55,0.2,0.2,0.275,0.05,0
0.475,0.5,0.0,0.65,0.05,0.525,0.25,0.0,1
0.475,0.15,0.0,0.65,0.15,0.2,0.25,0.0,1
0.55,0.5,0.0,0.85,0.05,0.5,0.25,0.0,1
0.55,0.25,0.0,0.85,0.05,0.4,0.25,0.0,1
0.55,0.525,0.0,0.85,0.05,0.3,0.275,0.0,1
0.125,0.3,0.0,0.55,0.2,0.2,0.45,0.0,0
0.275,0.45,0.0,0.6,0.15,0.2,0.325,0.0,0
0.125,0.15,0.0,0.55,0.175,0.1,0.3,0.0,1
0.375,0.425,0.0,0.575,0.15,0.25,0.325,0.0,0
0.275,0.3,0.0,0.55,0.15,0.2,0.35,0.0,0
0.4,0.425,0.0,0.625,0.175,0.375,0.4,0.0,1
0.5,0.55,0.0,0.625,0.175,0.5,0.3,0.0,0
0.4,0.45,0.0,0.525,0.15,0.4,0.325,0.0,1
0.4,0.425,0.0,0.55,0.175,0.3,0.4,0.0,1
0.4,0.45,0.0,0.525,0.15,0.4,0.325,0.0,1
0.05,0.15,0.1,0.575,0.45,0.25,0.5,0.025,0
0.05,0.15,0.0,0.65,0.45,0.45,0.725,0.0,1
0.05,0.15,0.0,0.65,0.525,0.2,0.6,0.0,1
0.025,0.1,0.0,0.55,0.65,0.1,0.4,0.0,0
0.05,0.2,0.075,0.4,0.3,0.1,0.325,0.05,0
0.4,0.45,0.0,0.5,0.15,0.425,0.3,0.0,1
0.4,0.1,0.0,0.5,0.25,0.1,0.3,0.0,1
0.475,0.45,0.0,0.7,0.15,0.4,0.3,0.0,1
0.475,0.2,0.0,0.7,0.15,0.3,0.3,0.0,1
0.475,0.475,0.0,0.7,0.15,0.2,0.325,0.0,1
0.2,0.35,0.0,0.7,0.25,0.2,0.45,0.025,0
0.35,0.5,0.0,0.75,0.2,0.2,0.325,0.025,0
0.2,0.2,0.0,0.7,0.225,0.1,0.3,0.025,0
0.45,0.475,0.0,0.725,0.2,0.25,0.325,0.025,0
0.35,0.35,0.0,0.7,0.2,0.2,0.35,0.025,0
0.475,0.475,0.0,0.775,0.225,0.375,0.4,0.025,1
0.575,0.6,0.0,0.775,0.225,0.5,0.3,0.025,0
0.475,0.5,0.0,0.675,0.2,0.4,0.325,0.025,1
0.475,0.475,0.0,0.7,0.225,0.3,0.4,0.025,1
0.475,0.5,0.0,0.675,0.2,0.4,0.325,0.025,1
0.125,0.2,0.1,0.725,0.5,0.25,0.5,0.05,0
0.125,0.2,0.0,0.8,0.5,0.45,0.725,0.025,1
0.125,0.2,0.0,0.8,0.575,0.2,0.6,0.025,1
0.1,0.15,0.0,0.7,0.7,0.1,0.4,0.025,0
0.125,0.25,0.075,0.55,0.35,0.1,0.325,0.075,0
0.475,0.5,0.0,0.65,0.2,0.425,0.3,0.025,1
0.475,0.15,0.0,0.65,0.3,0.1,0.3,0.025,1
0.55,0.5,0.0,0.85,0.2,0.4,0.3,0.025,1
0.55,0.25,0.0,0.85,0.2,0.3,0.3,0.025,1
0.55,0.525,0.0,0.85,0.2,0.2,0.325,0.025,1
0.475,0.4,0.0,0.775,0.075,0.2,0.225,0.0,0
0.625,0.55,0.0,0.825,0.025,0.2,0.1,0.0,0
0.475,0.25,0.0,0.775,0.05,0.1,0.075,0.0,0
0.725,0.525,0.0,0.8,0.025,0.25,0.1,0.0,0
0.625,0.4,0.0,0.775,0.025,0.2,0.125,0.0,0
0.75,0.525,0.0,0.85,0.05,0.375,0.175,0.0,1
0.85,0.65,0.0,0.85,0.05,0.5,0.075,0.0,1
0.75,0.55,0.0,0.75,0.025,0.4,0.1,0.0,1
0.75,0.525,0.0,0.775,0.05,0.3,0.175,0.0,1
0.75,0.55,0.0,0.75,0.025,0.4,0.1,0.0,1
0.4,0.25,0.1,0.8,0.325,0.25,0.275,0.025,0
0.4,0.25,0.0,0.875,0.325,0.45,0.5,0.0,1
0.4,0.25,0.0,0.875,0.4,0.2,0.375,0.0,1
0.375,0.2,0.0,0.775,0.525,0.1,0.175,0.0,0
0.4,0.3,0.075,0.625,0.175,0.1,0.1,0.05,0
0.75,0.55,0.0,0.725,0.025,0.425,0.075,0.0,1
0.75,0.2,0.0,0.725,0.125,0.1,0.075,0.0,1
0.825,0.55,0.0,0.925,0.025,0.4,0.075,0.0,1
0.825,0.3,0.0,0.925,0.025,0.3,0.075,0.0,1
0.825,0.575,0.0,0.925,0.025,0.2,0.1,0.0,1
0.45,0.45,0.0,0.75,0.05,0.3,0.25,0.0,0
0.6,0.6,0.0,0.8,0.0,0.3,0.125,0.0,0
0.45,0.3,0.0,0.75,0.025,0.2,0.1,0.0,0
0.7,0.575,0.0,0.775,0.0,0.35,0.125,0.0,0
0.6,0.45,0.0,0.75,0.0,0.3,0.15,0.0,0
0.725,0.575,0.0,0.825,0.025,0.475,0.2,0.0,1
0.825,0.7,0.0,0.825,0.025,0.6,0.1,0.0,1
0.725,0.6,0.0,0.725,0.0,0.5,0.125,0.0,1
0.725,0.575,0.0,0.75,0.025,0.4,0.2,0.0,1
0.725,0.6,0.0,0.725,0.0,0.5,0.125,0.0,1
0.375,0.3,0.1,0.775,0.3,0.35,0.3,0.025,0
0.375,0.3,0.0,0.85,0.3,0.55,0.525,0.0,1
0.375,0.3,0.0,0.85,0.375,0.3,0.4,0.0,1
0.35,0.25,0.0,0.75,0.5,0.2,0.2,0.0,0
0.375,0.35,0.075,0.6,0.15,0.2,0.125,0.05,0
0.725,0.6,0.0,0.7,0.0,0.525,0.1,0.0,1
0.725,0.25,0.0,0.7,0.1,0.2,0.1,0.0,1
0.8,0.6,0.0,0.9,0.0,0.5,0.1,0.0,1
0.8,0.35,0.0,0.9,0.0,0.4,0.1,0.0,1
0.8,0.625,0.0,0.9,0.0,0.3,0.125,0.0,1
0.25,0.3,0.0,0.8,0.05,0.2,0.35,0.0,0
0.4,0.45,0.0,0.85,0.0,0.2,0.225,0.0,0
0.25,0.15,0.0,0.8,0.025,0.1,0.2,0.0,0
0.5,0.425,0.0,0.825,0.0,0.25,0.225,0.0,0
0.4,0.3,0.0,0.8,0.0,0.2,0.25,0.0,0
0.525,0.425,0.0,0.875,0.025,0.375,0.3,0.0,1
0.625,0.55,0.0,0.875,0.025,0.5,0.2,0.0,1
0.525,0.45,0.0,0.775,0.0,0.4,0.225,0.0,1
0.525,0.425,0.0,0.8,0.025,0.3,0.3,0.0,1
0.525,0.45,0.0,0.775,0.0,0.4,0.225,0.0,1
0.175,0.15,0.1,0.825,0.3,0.25,0.4,0.025,0
0.175,0.15,0.0,0.9,0.3,0.45,0.625,0.0,1
0.175,0.15,0.0,0.9,0.375,0.2,0.5,0.0,1
0.15,0.1,0.0,0.8,0.5,0.1,0.3,0.0,0
0.175,0.2,0.075,0.65,0.15,0.1,0.225,0.05,0
0.525,0.45,0.0,0.75,0.0,0.425,0.2,0.0,1
0.525,0.1,0.0,0.75,0.1,0.1,0.2,0.0,1
0.6,0.45,0.0,0.95,0.0,0.4,0.2,0.0,1
0.6,0.2,0.0,0.95,0.0,0.3,0.2,0.0,1
0.6,0.475,0.0,0.95,0.0,0.2,0.225,0.0,1
0.45,0.6,0.0,0.8,0.05,0.2,0.3,0.0,0
0.6,0.75,0.0,0.85,0.0,0.2,0.175,0.0,0
0.45,0.45,0.0,0.8,0.025,0.1,0.15,0.0,0
0.7,0.725,0.0,0.825,0.0,0.25,0.175,0.0,0
0.6,0.6,0.0,0.8,0.0,0.2,0.2,0.0,0
0.725,0.725,0.0,0.875,0.025,0.375,0.25,0.0,1
0.825,0.85,0.0,0.875,0.025,0.5,0.15,0.0,1
0.725,0.75,0.0,0.775,0.0,0.4,0.175,0.0,1
0.725,0.725,0.0,0.8,0.025,0.3,0.25,0.0,1
0.725,0.75,0.0,0.775,0.0,0.4,0.175,0.0,1
0.375,0.45,0.1,0.825,0.3,0.25,0.35,0.025,0
0.375,0.45,0.0,0.9,0.3,0.45,0.575,0.0,1
0.375,0.45,0.0,0.9,0.375,0.2,0.45,0.0,1
0.35,0.4,0.0,0.8,0.5,0.1,0.25,0.0,0
0.375,0.5,0.075,0.65,0.15,0.1,0.175,0.05,0
0.725,0.75,0.0,0.75,0.0,0.425,0.15,0.0,1
0.725,0.4,0.0,0.75,0.1,0.1,0.15,0.0,1
0.8,0.75,0.0,0.95,0.0,0.4,0.15,0.0,1
0.8,0.5,0.0,0.95,0.0,0.3,0.15,0.0,1
0.8,0.775,0.0,0.95,0.0,0.2,0.175,0.0,1
0.55,0.4,0.0,0.75,0.05,0.45,0.175,0.0,1
0.7,0.55,0.0,0.8,0.0,0.45,0.05,0.0,0
0.55,0.25,0.0,0.75,0.025,0.35,0.025,0.0,1
0.8,0.525,0.0,0.775,0.0,0.5,0.05,0.0,0
0.7,0.4,0.0,0.75,0.0,0.45,0.075,0.0,1
0.825,0.525,0.0,0.825,0.025,0.625,0.125,0.0,1
0.925,0.65,0.0,0.825,0.025,0.75,0.025,0.0,0
0.825,0.55,0.0,0.725,0.0,0.65,0.05,0.0,1
0.825,0.525,0.0,0.75,0.025,0.55,0.125,0.0,1
0.825,0.55,0.0,0.725,0.0,0.65,0.05,0.0,1
0.475,0.25,0.1,0.775,0.3,0.5,0.225,0.025,1
0.475,0.25,0.0,0.85,0.3,0.7,0.45,0.0,1
0.475,0.25,0.0,0.85,0.375,0.45,0.325,0.0,1
0.45,0.2,0.0,0.75,0.5,0.35,0.125,0.0,0
0.475,0.3,0.075,0.6,0.15,0.35,0.05,0.05,1
0.825,0.55,0.0,0.7,0.0,0.675,0.025,0.0,1
0.825,0.2,0.0,0.7,0.1,0.35,0.025,0.0,1
0.9,0.55,0.0,0.9,0.0,0.65,0.025,0.0,1
0.9,0.3,0.0,0.9,0.0,0.55,0.025,0.0,1
0.9,0.575,0.0,0.9,0.0,0.45,0.05,0.0,1
0.55,0.55,0.0,0.75,0.05,0.3,0.25,0.0,0
0.7,0.7,0.0,0.8,0.0,0.3,0.125,0.0,0
0.55,0.4,0.0,0.75,0.025,0.2,0.1,0.0,1
0.8,0.675,0.0,0.775,0.0,0.35,0.125,0.0,1
0.7,0.55,0.0,0.75,0.0,0.3,0.15,0.0,1
0.825,0.675,0.0,0.825,0.025,0.475,0.2,0.0,1
0.925,0.8,0.0,0.825,0.025,0.6,0.1,0.0,1
0.825,0.7,0.0,0.725,0.0,0.5,0.125,0.0,1
0.825,0.675,0.0,0.75,0.025,0.4,0.2,0.0,1
0.825,0.7,0.0,0.725,0.0,0.5,0.125,0.0,1
0.475,0.4,0.1,0.775,0.3,0.35,0.3,0.025,0
0.475,0.4,0.0,0.85,0.3,0.55,0.525,0.0,1
0.475,0.4,0.0,0.85,0.375,0.3,0.4,0.0,1
0.45,0.35,0.0,0.75,0.5,0.2,0.2,0.0,0
0.475,0.45,0.075,0.6,0.15,0.2,0.125,0.05,0
0.825,0.7,0.0,0.7,0.0,0.525,0.1,0.0,1
0.825,0.35,0.0,0.7,0.1,0.2,0.1,0.0,1
0.9,0.7,0.0,0.9,0.0,0.5,0.1,0.0,1
0.9,0.45,0.0,0.9,0.0,0.4,0.1,0.0,1
0.9,0.725,0.0,0.9,0.0,0.3,0.125,0.0,1
0.55,0.55,0.0,0.75,0.05,0.4,0.15,0.0,1
0.7,0.7,0.0,0.8,0.0,0.4,0.025,0.0,0
0.55,0.4,0.0,0.75,0.025,0.3,0.0,0.0,1
0.8,0.675,0.0,0.775,0.0,0.45,0.025,0.0,1
0.7,0.55,0.0,0.75,0.0,0.4,0.05,0.0,1
0.825,0.675,0.0,0.825,0.025,0.575,0.1,0.0,1
0.925,0.8,0.0,0.825,0.025,0.7,0.0,0.0,1
0.825,0.7,0.0,0.725,0.0,0.6,0.025,0.0,1
0.825,0.675,0.0,0.75,0.025,0.5,0.1,0.0,1
0.825,0.7,0.0,0.725,0.0,0.6,0.025,0.0,1
0.475,0.4,0.1,0.775,0.3,0.45,0.2,0.025,1
0.475,0.4,0.0,0.85,0.3,0.65,0.425,0.0,1
0.475,0.4,0.0,0.85,0.375,0.4,0.3,0.0,1
0.45,0.35,0.0,0.75,0.5,0.3,0.1,0.0,0
0.475,0.45,0.075,0.6,0.15,0.3,0.025,0.05,1
0.825,0.7,0.0,0.7,0.0,0.625,0.0,0.0,1
0.825,0.35,0.0,0.7,0.1,0.3,0.0,0.0,1
0.9,0.7,0.0,0.9,0.0,0.6,0.0,0.0,1
0.9,0.45,0.0,0.9,0.0,0.5,0.0,0.0,1
0.9,0.725,0.0,0.9,0.0,0.4,0.025,0.0,1
0.1,0.25,0.0,0.45,0.05,0.3,0.6,0.0,1
0.25,0.4,0.0,0.5,0.0,0.3,0.475,0.0,1
0.1,0.1,0.0,0.45,0.025,0.2,0.45,0.0,1
0.35,0.375,0.0,0.475,0.0,0.35,0.475,0.0,1
0.25,0.25,0.0,0.45,0.0,0.3,0.5,0.0,1
0.375,0.375,0.0,0.525,0.025,0.475,0.55,0.0,1
0.475,0.5,0.0,0.525,0.025,0.6,0.45,0.0,1
0.375,0.4,0.0,0.425,0.0,0.5,0.475,0.0,1
0.375,0.375,0.0,0.45,0.025,0.4,0.55,0.0,1
0.375,0.4,0.0,0.425,0.0,0.5,0.475,0.0,1
0.025,0.1,0.1,0.475,0.3,0.35,0.65,0.025,0
0.025,0.1,0.0,0.55,0.3,0.55,0.875,0.0,1
0.025,0.1,0.0,0.55,0.375,0.3,0.75,0.0,1
0.0,0.05,0.0,0.45,0.5,0.2,0.55,0.0,0
0.025,0.15,0.075,0.3,0.15,0.2,0.475,0.05,1
0.375,0.4,0.0,0.4,0.0,0.525,0.45,0.0,1
0.375,0.05,0.0,0.4,0.1,0.2,0.45,0.0,1
0.45,0.4,0.0,0.6,0.0,0.5,0.45,0.0,1
0.45,0.15,0.0,0.6,0.0,0.4,0.45,0.0,1
0.45,0.425,0.0,0.6,0.0,0.3,0.475,0.0,1
0.55,0.55,0.0,0.75,0.05,0.3,0.15,0.0,1
0.7,0.7,0.0,0.8,0.0,0.3,0.025,0.0,0
0.55,0.4,0.0,0.75,0.025,0.2,0.0,0.0,1
0.8,0.675,0.0,0.775,0.0,0.35,0.025,0.0,1
0.7,0.55,0.0,0.75,0.0,0.3,0.05,0.0,1
0.825,0.675,0.0,0.825,0.025,0.475,0.1,0.0,1
0.925,0.8,0.0,0.825,0.025,0.6,0.0,0.0,1
0.825,0.7,0.0,0.725,0.0,0.5,0.025,0.0,1
0.825,0.675,0.0,0.75,0.025,0.4,0.1,0.0,1
0.825,0.7,0.0,0.725,0.0,0.5,0.025,0.0,1
0.475,0.4,0.1,0.775,0.3,0.35,0.2,0.025,0
0.475,0.4,0.0,0.85,0.3,0.55,0.425,0.0,1
0.475,0.4,0.0,0.85,0.375,0.3,0.3,0.0,1
0.45,0.35,0.0,0.75,0.5,0.2,0.1,0.0,0
0.475,0.45,0.075,0.6,0.15,0.2,0.025,0.05,1
0.825,0.7,0.0,0.7,0.0,0.525,0.0,0.0,1
0.825,0.35,0.0,0.7,0.1,0.2,0.0,0.0,1
0.9,0.7,0.0,0.9,0.0,0.5,0.0,0.0,1
0.9,0.45,0.0,0.9,0.0,0.4,0.0,0.0,1
0.9,0.725,0.0,0.9,0.0,0.3,0.025,0.0,1
0.475,0.4,0.0,0.7,0.05,0.25,0.15,0.0,1
0.625,0.55,0.0,0.75,0.0,0.25,0.025,0.0,0
0.475,0.25,0.0,0.7,0.025,0.15,0.0,0.0,1
0.725,0.525,0.0,0.725,0.0,0.3,0.025,0.0,1
0.625,0.4,0.0,0.7,0.0,0.25,0.05,0.0,1
0.75,0.525,0.0,0.775,0.025,0.425,0.1,0.0,1
0.85,0.65,0.0,0.775,0.025,0.55,0.0,0.0,1
0.75,0.55,0.0,0.675,0.0,0.45,0.025,0.0,1
0.75,0.525,0.0,0.7,0.025,0.35,0.1,0.0,1
0.75,0.55,0.0,0.675,0.0,0.45,0.025,0.0,1
0.4,0.25,0.1,0.725,0.3,0.3,0.2,0.025,0
0.4,0.25,0.0,0.8,0.3,0.5,0.425,0.0,1
0.4,0.25,0.0,0.8,0.375,0.25,0.3,0.0,1
0.375,0.2,0.0,0.7,0.5,0.15,0.1,0.0,0
0.4,0.3,0.075,0.55,0.15,0.15,0.025,0.05,1
0.75,0.55,0.0,0.65,0.0,0.475,0.0,0.0,1
0.75,0.2,0.0,0.65,0.1,0.15,0.0,0.0,1
0.825,0.55,0.0,0.85,0.0,0.45,0.0,0.0,1
0.825,0.3,0.0,0.85,0.0,0.35,0.0,0.0,1
0.825,0.575,0.0,0.85,0.0,0.25,0.025,0.0,1
0.1,0.2,0.0,0.35,0.05,0.2,0.55,0.5,1
0.25,0.35,0.0,0.4,0.0,0.2,0.425,0.5,0
0.1,0.05,0.0,0.35,0.025,0.1,0.4,0.5,1
0.35,0.325,0.0,0.375,0.0,0.25,0.425,0.5,0
0.25,0.2,0.0,0.35,0.0,0.2,0.45,0.5,1
0.375,0.325,0.0,0.425,0.025,0.375,0.5,0.5,1
0.475,0.45,0.0,0.425,0.025,0.5,0.4,0.5,1
0.375,0.35,0.0,0.325,0.0,0.4,0.425,0.5,1
0.375,0.325,0.0,0.35,0.025,0.3,0.5,0.5,1
0.375,0.35,0.0,0.325,0.0,0.4,0.425,0.5,1
0.025,0.05,0.1,0.375,0.3,0.25,0.6,0.525,0
0.025,0.05,0.0,0.45,0.3,0.45,0.825,0.5,1
0.025,0.05,0.0,0.45,0.375,0.2,0.7,0.5,1
0.0,0.0,0.0,0.35,0.5,0.1,0.5,0.5,0
0.025,0.1,0.075,0.2,0.15,0.1,0.425,0.55,1
0.375,0.35,0.0,0.3,0.0,0.425,0.4,0.5,1
0.375,0.0,0.0,0.3,0.1,0.1,0.4,0.5,1
0.45,0.35,0.0,0.5,0.0,0.4,0.4,0.5,1
0.45,0.1,0.0,0.5,0.0,0.3,0.4,0.5,1
0.45,0.375,0.0,0.5,0.0,0.2,0.425,0.5,1
0.55,0.575,0.0,0.775,0.05,0.3,0.175,0.0,0
0.7,0.725,0.0,0.825,0.0,0.3,0.05,0.0,0
0.55,0.425,0.0,0.775,0.025,0.2,0.025,0.0,1
0.8,0.7,0.0,0.8,0.0,0.35,0.05,0.0,1
0.7,0.575,0.0,0.775,0.0,0.3,0.075,0.0,1
0.825,0.7,0.0,0.85,0.025,0.475,0.125,0.0,1
0.925,0.825,0.0,0.85,0.025,0.6,0.025,0.0,1
0.825,0.725,0.0,0.75,0.0,0.5,0.05,0.0,1
0.825,0.7,0.0,0.775,0.025,0.4,0.125,0.0,1
0.825,0.725,0.0,0.75,0.0,0.5,0.05,0.0,1
0.475,0.425,0.1,0.8,0.3,0.35,0.225,0.025,0
0.475,0.425,0.0,0.875,0.3,0.55,0.45,0.0,1
0.475,0.425,0.0,0.875,0.375,0.3,0.325,0.0,1
0.45,0.375,0.0,0.775,0.5,0.2,0.125,0.0,0
0.475,0.475,0.075,0.625,0.15,0.2,0.05,0.05,0
0.825,0.725,0.0,0.725,0.0,0.525,0.025,0.0,1
0.825,0.375,0.0,0.725,0.1,0.2,0.025,0.0,1
0.9,0.725,0.0,0.925,0.0,0.5,0.025,0.0,1
0.9,0.475,0.0,0.925,0.0,0.4,0.025,0.0,1
0.9,0.75,0.0,0.925,0.0,0.3,0.05,0.0,1
0.475,0.4,0.0,0.775,0.05,0.25,0.25,0.0,1
0.625,0.55,0.0,0.825,0.0,0.25,0.125,0.0,1
0.475,0.25,0.0,0.775,0.025,0.15,0.1,0.0,1
0.725,0.525,0.0,0.8,0.0,0.3,0.125,0.0,1
0.625,0.4,0.0,0.775,0.0,0.25,0.15,0.0,1
0.75,0.525,0.0,0.85,0.025,0.425,0.2,0.0,1
0.85,0.65,0.0,0.85,0.025,0.55,0.1,0.0,1
0.75,0.55,0.0,0.75,0.0,0.45,0.125,0.0,1
0.75,0.525,0.0,0.775,0.025,0.35,0.2,0.0,1
0.75,0.55,0.0,0.75,0.0,0.45,0.125,0.0,1
0.4,0.25,0.1,0.8,0.3,0.3,0.3,0.025,0
0.4,0.25,0.0,0.875,0.3,0.5,0.525,0.0,1
0.4,0.25,0.0,0.875,0.375,0.25,0.4,0.0,1
0.375,0.2,0.0,0.775,0.5,0.15,0.2,0.0,0
0.4,0.3,0.075,0.625,0.15,0.15,0.125,0.05,1
0.75,0.55,0.0,0.725,0.0,0.475,0.1,0.0,1
0.75,0.2,0.0,0.725,0.1,0.15,0.1,0.0,1
0.825,0.55,0.0,0.925,0.0,0.45,0.1,0.0,1
0.825,0.3,0.0,0.925,0.0,0.35,0.1,0.0,1
0.825,0.575,0.0,0.925,0.0,0.25,0.125,0.0,1
0.475,0.3,0.0,0.65,0.05,0.25,0.35,0.0,0
0.625,0.45,0.0,0.7,0.0,0.25,0.225,0.0,0
0.475,0.15,0.0,0.65,0.025,0.15,0.2,0.0,1
0.725,0.425,0.0,0.675,0.0,0.3,0.225,0.0,0
0.625,0.3,0.0,0.65,0.0,0.25,0.25,0.0,0
0.75,0.425,0.0,0.725,0.025,0.425,0.3,0.0,1
0.85,0.55,0.0,0.725,0.025,0.55,0.2,0.0,1
0.75,0.45,0.0,0.625,0.0,0.45,0.225,0.0,1
0.75,0.425,0.0,0.65,0.025,0.35,0.3,0.0,1
0.75,0.45,0.0,0.625,0.0,0.45,0.225,0.0,1
0.4,0.15,0.1,0.675,0.3,0.3,0.4,0.025,0
0.4,0.15,0.0,0.75,0.3,0.5,0.625,0.0,1
0.4,0.15,0.0,0.75,0.375,0.25,0.5,0.0,1
0.375,0.1,0.0,0.65,0.5,0.15,0.3,0.0,0
0.4,0.2,0.075,0.5,0.15,0.15,0.225,0.05,1
0.75,0.45,0.0,0.6,0.0,0.475,0.2,0.0,1
0.75,0.1,0.0,0.6,0.1,0.15,0.2,0.0,1
0.825,0.45,0.0,0.8,0.0,0.45,0.2,0.0,1
0.825,0.2,0.0,0.8,0.0,0.35,0.2,0.0,1
0.825,0.475,0.0,0.8,0.0,0.25,0.225,0.0,1
