0.525,0.05,0.0,0.0,0.225,0.125,1
0.575,0.0,0.0,0.0,0.175,0.1,0
0.475,0.0,0.0,0.0,0.075,0.1,1
0.75,0.025,0.0,0.0,0.175,0.25,0
0.675,0.0,0.0,0.0,0.075,0.1,1
0.825,0.025,0.0,0.0,0.15,0.2,1
0.875,0.0,0.0,0.0,0.075,0.5,1
0.825,0.0,0.0,0.0,0.075,0.4,1
0.8,0.025,0.0,0.0,0.175,0.25,1
0.825,0.0,0.0,0.0,0.1,0.2,1
0.45,0.3,0.0,0.1,0.225,0.1,0
0.425,0.4,0.0,0.0,0.575,0.55,1
0.425,0.4,0.0,0.0,0.375,0.2,1
0.425,0.5,0.0,0.0,0.175,0.1,0
0.475,0.1,0.0,0.025,0.075,0.1,0
0.8,0.0,0.0,0.0,0.075,0.3,1
0.825,0.1,0.0,0.0,0.075,0.125,1
0.875,0.0,0.0,0.0,0.075,0.4,1
0.875,0.0,0.0,0.0,0.075,0.4,1
0.875,0.0,0.0,0.0,0.1,0.2,1
0.25,0.05,0.0,0.0,0.5,0.125,0
0.3,0.0,0.0,0.0,0.45,0.1,0
0.2,0.0,0.0,0.0,0.35,0.1,1
0.475,0.025,0.0,0.0,0.45,0.25,0
0.4,0.0,0.0,0.0,0.35,0.1,0
0.55,0.025,0.0,0.0,0.425,0.2,1
0.6,0.0,0.0,0.0,0.35,0.5,0
0.55,0.0,0.0,0.0,0.35,0.4,1
0.525,0.025,0.0,0.0,0.45,0.25,1
0.55,0.0,0.0,0.0,0.375,0.2,1
0.175,0.3,0.0,0.1,0.5,0.1,0
0.15,0.4,0.0,0.0,0.85,0.55,1
0.15,0.4,0.0,0.0,0.65,0.2,1
0.15,0.5,0.0,0.0,0.45,0.1,0
0.2,0.1,0.0,0.025,0.35,0.1,0
0.525,0.0,0.0,0.0,0.35,0.3,1
0.55,0.1,0.0,0.0,0.35,0.125,1
0.6,0.0,0.0,0.0,0.35,0.4,1
0.6,0.0,0.0,0.0,0.35,0.4,1
0.6,0.0,0.0,0.0,0.375,0.2,1
0.2,0.05,0.0,0.0,0.55,0.175,0
0.25,0.0,0.0,0.0,0.5,0.15,0
0.15,0.0,0.0,0.0,0.4,0.15,0
0.425,0.025,0.0,0.0,0.5,0.3,0
0.35,0.0,0.0,0.0,0.4,0.15,1
0.5,0.025,0.0,0.0,0.475,0.25,1
0.55,0.0,0.0,0.0,0.4,0.55,0
0.5,0.0,0.0,0.0,0.4,0.45,1
0.475,0.025,0.0,0.0,0.5,0.3,1
0.5,0.0,0.0,0.0,0.425,0.25,1
0.125,0.3,0.0,0.1,0.55,0.15,0
0.1,0.4,0.0,0.0,0.9,0.6,1
0.1,0.4,0.0,0.0,0.7,0.25,1
0.1,0.5,0.0,0.0,0.5,0.15,0
0.15,0.1,0.0,0.025,0.4,0.15,0
0.475,0.0,0.0,0.0,0.4,0.35,1
0.5,0.1,0.0,0.0,0.4,0.175,1
0.55,0.0,0.0,0.0,0.4,0.45,1
0.55,0.0,0.0,0.0,0.4,0.45,1
0.55,0.0,0.0,0.0,0.425,0.25,1
0.2,0.05,0.0,0.0,0.3,0.225,0
0.25,0.0,0.0,0.0,0.25,0.2,0
0.15,0.0,0.0,0.0,0.15,0.2,0
0.425,0.025,0.0,0.0,0.25,0.35,0
0.35,0.0,0.0,0.0,0.15,0.2,0
0.5,0.025,0.0,0.0,0.225,0.3,1
0.55,0.0,0.0,0.0,0.15,0.6,0
0.5,0.0,0.0,0.0,0.15,0.5,1
0.475,0.025,0.0,0.0,0.25,0.35,1
0.5,0.0,0.0,0.0,0.175,0.3,1
0.125,0.3,0.0,0.1,0.3,0.2,0
0.1,0.4,0.0,0.0,0.65,0.65,1
0.1,0.4,0.0,0.0,0.45,0.3,1
0.1,0.5,0.0,0.0,0.25,0.2,0
0.15,0.1,0.0,0.025,0.15,0.2,0
0.475,0.0,0.0,0.0,0.15,0.4,1
0.5,0.1,0.0,0.0,0.15,0.225,1
0.55,0.0,0.0,0.0,0.15,0.5,1
0.55,0.0,0.0,0.0,0.15,0.5,1
0.55,0.0,0.0,0.0,0.175,0.3,1
0.1,0.15,0.0,0.0,0.55,0.075,0
0.15,0.1,0.0,0.0,0.5,0.05,0
0.05,0.1,0.0,0.0,0.4,0.05,1
0.325,0.125,0.0,0.0,0.5,0.2,0
0.25,0.1,0.0,0.0,0.4,0.05,0
0.4,0.125,0.0,0.0,0.475,0.15,1
0.45,0.1,0.0,0.0,0.4,0.45,0
0.4,0.1,0.0,0.0,0.4,0.35,1
0.375,0.125,0.0,0.0,0.5,0.2,1
0.4,0.1,0.0,0.0,0.425,0.15,1
0.025,0.4,0.0,0.1,0.55,0.05,0
0.0,0.5,0.0,0.0,0.9,0.5,1
0.0,0.5,0.0,0.0,0.7,0.15,1
0.0,0.6,0.0,0.0,0.5,0.05,0
0.05,0.2,0.0,0.025,0.4,0.05,0
0.375,0.1,0.0,0.0,0.4,0.25,1
0.4,0.2,0.0,0.0,0.4,0.075,1
0.45,0.1,0.0,0.0,0.4,0.35,1
0.45,0.1,0.0,0.0,0.4,0.35,1
0.45,0.1,0.0,0.0,0.425,0.15,1
0.25,0.15,0.0,0.0,0.175,0.075,0
0.3,0.1,0.0,0.0,0.125,0.05,0
0.2,0.1,0.0,0.0,0.025,0.05,0
0.475,0.125,0.0,0.0,0.125,0.2,0
0.4,0.1,0.0,0.0,0.025,0.05,0
0.55,0.125,0.0,0.0,0.1,0.15,1
0.6,0.1,0.0,0.0,0.025,0.45,0
0.55,0.1,0.0,0.0,0.025,0.35,1
0.525,0.125,0.0,0.0,0.125,0.2,1
0.55,0.1,0.0,0.0,0.05,0.15,1
0.175,0.4,0.0,0.1,0.175,0.05,0
0.15,0.5,0.0,0.0,0.525,0.5,1
0.15,0.5,0.0,0.0,0.325,0.15,1
0.15,0.6,0.0,0.0,0.125,0.05,0
0.2,0.2,0.0,0.025,0.025,0.05,0
0.525,0.1,0.0,0.0,0.025,0.25,1
0.55,0.2,0.0,0.0,0.025,0.075,1
0.6,0.1,0.0,0.0,0.025,0.35,1
0.6,0.1,0.0,0.0,0.025,0.35,1
0.6,0.1,0.0,0.0,0.05,0.15,1
0.2,0.05,0.0,0.0,0.15,0.075,0
0.25,0.0,0.0,0.0,0.1,0.05,0
0.15,0.0,0.0,0.0,0.0,0.05,0
0.425,0.025,0.0,0.0,0.1,0.2,0
0.35,0.0,0.0,0.0,0.0,0.05,0
0.5,0.025,0.0,0.0,0.075,0.15,1
0.55,0.0,0.0,0.0,0.0,0.45,1
0.5,0.0,0.0,0.0,0.0,0.35,1
0.475,0.025,0.0,0.0,0.1,0.2,1
0.5,0.0,0.0,0.0,0.025,0.15,1
0.125,0.3,0.0,0.1,0.15,0.05,0
0.1,0.4,0.0,0.0,0.5,0.5,1
0.1,0.4,0.0,0.0,0.3,0.15,1
0.1,0.5,0.0,0.0,0.1,0.05,0
0.15,0.1,0.0,0.025,0.0,0.05,0
